@relation 'R_data_frame-weka.filters.unsupervised.attribute.Remove-R4,6-8,10,12,14'

@attribute team_a {'1. FC Kaiserslautern','1. FC Koln','1. FC Nurnberg','1. FSV Mainz 05','1860 Munchen','1899 Hoffenheim','Alemannia Aachen','Bayer 04 Leverkusen','Borussia Dortmund','Borussia Monchengladbach','DSC Arminia Bielefeld','Eintracht Frankfurt','FC Augsburg','FC Bayern Munchen','FC Energie Cottbus','FC Schalke 04','FC St. Pauli','Hamburger SV','Hannover 96','Hansa Rostock','Hertha BSC Berlin','Karlsruher SC','MSV Duisburg','SC Freiburg','SpVgg Unterhaching','SV Werder Bremen','VfB Stuttgart','VfL Bochum','VfL Wolfsburg'}
@attribute team_b {'1. FC Kaiserslautern','1. FC Koln','1. FC Nurnberg','1. FSV Mainz 05','1860 Munchen','1899 Hoffenheim','Alemannia Aachen','Bayer 04 Leverkusen','Borussia Dortmund','Borussia Monchengladbach','DSC Arminia Bielefeld','Eintracht Frankfurt','FC Augsburg','FC Bayern Munchen','FC Energie Cottbus','FC Schalke 04','FC St. Pauli','Hamburger SV','Hannover 96','Hansa Rostock','Hertha BSC Berlin','Karlsruher SC','MSV Duisburg','SC Freiburg','SpVgg Unterhaching','SV Werder Bremen','VfB Stuttgart','VfL Bochum','VfL Wolfsburg'}
@attribute spieltag numeric
@attribute saison_weight numeric
@attribute sun_a {S,U,N}
@attribute place_a numeric
@attribute place_b numeric
@attribute wins_pro_a numeric
@attribute points_pro_a numeric
@attribute wins_pro_b numeric
@attribute points_pro_b numeric
@attribute hg_01 numeric

@data
'VfL Wolfsburg','Eintracht Frankfurt',7,6,S,15,14,0.205882,0.333333,0.264706,0.352941,1
'SV Werder Bremen','Bayer 04 Leverkusen',7,6,S,2,5,0.617647,0.686275,0.411765,0.509804,1
'VfB Stuttgart','1. FC Kaiserslautern',7,6,S,9,16,0.264706,0.421569,0.235294,0.323529,1
'1. FC Koln','Hertha BSC Berlin',7,6,N,17,6,0.205882,0.294118,0.352941,0.470588,1
'Hannover 96','FC Schalke 04',7,6,N,12,4,0.205882,0.372549,0.470588,0.598039,2
'1. FC Nurnberg','MSV Duisburg',7,6,N,8,18,0.352941,0.431373,0.147059,0.264706,2
'Borussia Monchengladbach','DSC Arminia Bielefeld',7,6,S,10,13,0.294118,0.411765,0.294118,0.362745,2
'Borussia Dortmund','1. FSV Mainz 05',7,6,U,7,11,0.323529,0.45098,0.264706,0.372549,2
'FC Bayern Munchen','Hamburger SV',7,6,N,1,3,0.647059,0.735294,0.617647,0.666667,2
'Eintracht Frankfurt','VfL Wolfsburg',7,6,N,14,15,0.264706,0.352941,0.205882,0.333333,2
'Bayer 04 Leverkusen','SV Werder Bremen',7,6,N,5,2,0.411765,0.509804,0.617647,0.686275,2
'1. FC Kaiserslautern','VfB Stuttgart',7,6,N,16,9,0.235294,0.323529,0.264706,0.421569,2
'Hertha BSC Berlin','1. FC Koln',7,6,S,6,17,0.352941,0.470588,0.205882,0.294118,2
'Hannover 96','MSV Duisburg',8,6,U,12,18,0.205882,0.372549,0.147059,0.264706,1
'Eintracht Frankfurt','FC Schalke 04',8,6,N,14,4,0.264706,0.352941,0.470588,0.598039,1
'FC Bayern Munchen','VfL Wolfsburg',8,6,S,1,15,0.647059,0.735294,0.205882,0.333333,1
'Bayer 04 Leverkusen','DSC Arminia Bielefeld',8,6,U,5,13,0.411765,0.509804,0.294118,0.362745,1
'Hertha BSC Berlin','SV Werder Bremen',8,6,N,6,2,0.352941,0.470588,0.617647,0.686275,1
'Borussia Monchengladbach','1. FSV Mainz 05',8,6,S,10,11,0.294118,0.411765,0.264706,0.372549,1
'1. FC Nurnberg','1. FC Koln',8,6,S,8,17,0.352941,0.431373,0.205882,0.294118,1
'Borussia Dortmund','VfB Stuttgart',8,6,U,7,9,0.323529,0.45098,0.264706,0.421569,1
'1. FC Kaiserslautern','Hamburger SV',8,6,N,16,3,0.235294,0.323529,0.617647,0.666667,1
'MSV Duisburg','Hannover 96',8,6,U,18,12,0.147059,0.264706,0.205882,0.372549,2
'FC Schalke 04','Eintracht Frankfurt',8,6,S,4,14,0.470588,0.598039,0.264706,0.352941,2
'VfL Wolfsburg','FC Bayern Munchen',8,6,N,15,1,0.205882,0.333333,0.647059,0.735294,2
'DSC Arminia Bielefeld','Bayer 04 Leverkusen',8,6,U,13,5,0.294118,0.362745,0.411765,0.509804,2
'SV Werder Bremen','Hertha BSC Berlin',8,6,S,2,6,0.617647,0.686275,0.352941,0.470588,2
'1. FSV Mainz 05','Borussia Monchengladbach',8,6,N,11,10,0.264706,0.372549,0.294118,0.411765,2
'1. FC Koln','1. FC Nurnberg',8,6,N,17,8,0.205882,0.294118,0.352941,0.431373,2
'VfB Stuttgart','Borussia Dortmund',8,6,U,9,7,0.264706,0.421569,0.323529,0.45098,2
'Hamburger SV','1. FC Kaiserslautern',8,6,S,3,16,0.617647,0.666667,0.235294,0.323529,2
'SV Werder Bremen','1. FC Nurnberg',9,6,S,2,8,0.617647,0.686275,0.352941,0.431373,1
'DSC Arminia Bielefeld','Hertha BSC Berlin',9,6,S,13,6,0.294118,0.362745,0.352941,0.470588,1
'1. FSV Mainz 05','Bayer 04 Leverkusen',9,6,S,11,5,0.264706,0.372549,0.411765,0.509804,1
'FC Schalke 04','FC Bayern Munchen',9,6,U,4,1,0.470588,0.598039,0.647059,0.735294,1
'Hamburger SV','VfL Wolfsburg',9,6,N,3,15,0.617647,0.666667,0.205882,0.333333,1
'1. FC Kaiserslautern','Borussia Dortmund',9,6,U,16,7,0.235294,0.323529,0.323529,0.45098,1
'VfB Stuttgart','Borussia Monchengladbach',9,6,U,9,10,0.264706,0.421569,0.294118,0.411765,1
'1. FC Koln','Hannover 96',9,6,N,17,12,0.205882,0.294118,0.205882,0.372549,1
'MSV Duisburg','Eintracht Frankfurt',9,6,N,18,14,0.147059,0.264706,0.264706,0.352941,1
'1. FC Nurnberg','SV Werder Bremen',9,6,N,8,2,0.352941,0.431373,0.617647,0.686275,2
'Hertha BSC Berlin','DSC Arminia Bielefeld',9,6,N,6,13,0.352941,0.470588,0.294118,0.362745,2
'Bayer 04 Leverkusen','1. FSV Mainz 05',9,6,N,5,11,0.411765,0.509804,0.264706,0.372549,2
'FC Bayern Munchen','FC Schalke 04',9,6,U,1,4,0.647059,0.735294,0.470588,0.598039,2
'VfL Wolfsburg','Hamburger SV',9,6,S,15,3,0.205882,0.333333,0.617647,0.666667,2
'Borussia Dortmund','1. FC Kaiserslautern',9,6,U,7,16,0.323529,0.45098,0.235294,0.323529,2
'Borussia Monchengladbach','VfB Stuttgart',9,6,U,10,9,0.294118,0.411765,0.264706,0.421569,2
'Hannover 96','1. FC Koln',9,6,S,12,17,0.205882,0.372549,0.205882,0.294118,2
'Eintracht Frankfurt','MSV Duisburg',9,6,S,14,18,0.264706,0.352941,0.147059,0.264706,2
'1. FC Nurnberg','DSC Arminia Bielefeld',10,6,N,8,13,0.352941,0.431373,0.294118,0.362745,1
'FC Bayern Munchen','MSV Duisburg',10,6,S,1,18,0.647059,0.735294,0.147059,0.264706,1
'VfL Wolfsburg','FC Schalke 04',10,6,U,15,4,0.205882,0.333333,0.470588,0.598039,1
'Eintracht Frankfurt','1. FC Koln',10,6,S,14,17,0.264706,0.352941,0.205882,0.294118,1
'Borussia Monchengladbach','1. FC Kaiserslautern',10,6,S,10,16,0.294118,0.411765,0.235294,0.323529,1
'Hannover 96','SV Werder Bremen',10,6,U,12,2,0.205882,0.372549,0.617647,0.686275,1
'Hertha BSC Berlin','1. FSV Mainz 05',10,6,S,6,11,0.352941,0.470588,0.264706,0.372549,1
'Borussia Dortmund','Hamburger SV',10,6,U,7,3,0.323529,0.45098,0.617647,0.666667,1
'Bayer 04 Leverkusen','VfB Stuttgart',10,6,U,5,9,0.411765,0.509804,0.264706,0.421569,1
'DSC Arminia Bielefeld','1. FC Nurnberg',10,6,S,13,8,0.294118,0.362745,0.352941,0.431373,2
'MSV Duisburg','FC Bayern Munchen',10,6,N,18,1,0.147059,0.264706,0.647059,0.735294,2
'FC Schalke 04','VfL Wolfsburg',10,6,U,4,15,0.470588,0.598039,0.205882,0.333333,2
'1. FC Koln','Eintracht Frankfurt',10,6,N,17,14,0.205882,0.294118,0.264706,0.352941,2
'1. FC Kaiserslautern','Borussia Monchengladbach',10,6,N,16,10,0.235294,0.323529,0.294118,0.411765,2
'SV Werder Bremen','Hannover 96',10,6,U,2,12,0.617647,0.686275,0.205882,0.372549,2
'1. FSV Mainz 05','Hertha BSC Berlin',10,6,N,11,6,0.264706,0.372549,0.352941,0.470588,2
'Hamburger SV','Borussia Dortmund',10,6,U,3,7,0.617647,0.666667,0.323529,0.45098,2
'VfB Stuttgart','Bayer 04 Leverkusen',10,6,U,9,5,0.264706,0.421569,0.411765,0.509804,2
'1. FC Koln','FC Bayern Munchen',11,6,N,17,1,0.205882,0.294118,0.647059,0.735294,1
'VfB Stuttgart','Hertha BSC Berlin',11,6,U,9,6,0.264706,0.421569,0.352941,0.470588,1
'1. FC Kaiserslautern','Bayer 04 Leverkusen',11,6,U,16,5,0.235294,0.323529,0.411765,0.509804,1
'SV Werder Bremen','Eintracht Frankfurt',11,6,S,2,14,0.617647,0.686275,0.264706,0.352941,1
'Borussia Dortmund','Borussia Monchengladbach',11,6,S,7,10,0.323529,0.45098,0.294118,0.411765,1
'MSV Duisburg','VfL Wolfsburg',11,6,S,18,15,0.147059,0.264706,0.205882,0.333333,1
'Hamburger SV','FC Schalke 04',11,6,S,3,4,0.617647,0.666667,0.470588,0.598039,1
'DSC Arminia Bielefeld','Hannover 96',11,6,S,13,12,0.294118,0.362745,0.205882,0.372549,1
'1. FSV Mainz 05','1. FC Nurnberg',11,6,S,11,8,0.264706,0.372549,0.352941,0.431373,1
'FC Bayern Munchen','1. FC Koln',11,6,S,1,17,0.647059,0.735294,0.205882,0.294118,2
'Hertha BSC Berlin','VfB Stuttgart',11,6,U,6,9,0.352941,0.470588,0.264706,0.421569,2
'Bayer 04 Leverkusen','1. FC Kaiserslautern',11,6,U,5,16,0.411765,0.509804,0.235294,0.323529,2
'Eintracht Frankfurt','SV Werder Bremen',11,6,N,14,2,0.264706,0.352941,0.617647,0.686275,2
'Borussia Monchengladbach','Borussia Dortmund',11,6,N,10,7,0.294118,0.411765,0.323529,0.45098,2
'VfL Wolfsburg','MSV Duisburg',11,6,N,15,18,0.205882,0.333333,0.147059,0.264706,2
'FC Schalke 04','Hamburger SV',11,6,N,4,3,0.470588,0.598039,0.617647,0.666667,2
'Hannover 96','DSC Arminia Bielefeld',11,6,N,12,13,0.205882,0.372549,0.294118,0.362745,2
'1. FC Nurnberg','1. FSV Mainz 05',11,6,N,8,11,0.352941,0.431373,0.264706,0.372549,2
'Bayer 04 Leverkusen','Borussia Dortmund',12,6,S,5,7,0.411765,0.509804,0.323529,0.45098,1
'FC Schalke 04','MSV Duisburg',12,6,S,4,18,0.470588,0.598039,0.147059,0.264706,1
'Eintracht Frankfurt','DSC Arminia Bielefeld',12,6,S,14,13,0.264706,0.352941,0.294118,0.362745,1
'Hannover 96','1. FSV Mainz 05',12,6,U,12,11,0.205882,0.372549,0.264706,0.372549,1
'Hertha BSC Berlin','1. FC Kaiserslautern',12,6,S,6,16,0.352941,0.470588,0.235294,0.323529,1
'VfL Wolfsburg','1. FC Koln',12,6,U,15,17,0.205882,0.333333,0.205882,0.294118,1
'FC Bayern Munchen','SV Werder Bremen',12,6,S,1,2,0.647059,0.735294,0.617647,0.686275,1
'1. FC Nurnberg','VfB Stuttgart',12,6,N,8,9,0.352941,0.431373,0.264706,0.421569,1
'Borussia Monchengladbach','Hamburger SV',12,6,U,10,3,0.294118,0.411765,0.617647,0.666667,1
'Borussia Dortmund','Bayer 04 Leverkusen',12,6,N,7,5,0.323529,0.45098,0.411765,0.509804,2
'MSV Duisburg','FC Schalke 04',12,6,N,18,4,0.147059,0.264706,0.470588,0.598039,2
'DSC Arminia Bielefeld','Eintracht Frankfurt',12,6,N,13,14,0.294118,0.362745,0.264706,0.352941,2
'1. FSV Mainz 05','Hannover 96',12,6,U,11,12,0.264706,0.372549,0.205882,0.372549,2
'1. FC Kaiserslautern','Hertha BSC Berlin',12,6,N,16,6,0.235294,0.323529,0.352941,0.470588,2
'1. FC Koln','VfL Wolfsburg',12,6,U,17,15,0.205882,0.294118,0.205882,0.333333,2
'SV Werder Bremen','FC Bayern Munchen',12,6,N,2,1,0.617647,0.686275,0.647059,0.735294,2
'VfB Stuttgart','1. FC Nurnberg',12,6,S,9,8,0.264706,0.421569,0.352941,0.431373,2
'Hamburger SV','Borussia Monchengladbach',12,6,U,3,10,0.617647,0.666667,0.294118,0.411765,2
'Borussia Dortmund','Hertha BSC Berlin',13,6,S,7,6,0.323529,0.45098,0.352941,0.470588,1
'1. FC Koln','FC Schalke 04',13,6,U,17,4,0.205882,0.294118,0.470588,0.598039,1
'1. FSV Mainz 05','Eintracht Frankfurt',13,6,U,11,14,0.264706,0.372549,0.264706,0.352941,1
'SV Werder Bremen','VfL Wolfsburg',13,6,S,2,15,0.617647,0.686275,0.205882,0.333333,1
'Borussia Monchengladbach','Bayer 04 Leverkusen',13,6,U,10,5,0.294118,0.411765,0.411765,0.509804,1
'1. FC Kaiserslautern','1. FC Nurnberg',13,6,N,16,8,0.235294,0.323529,0.352941,0.431373,1
'DSC Arminia Bielefeld','FC Bayern Munchen',13,6,N,13,1,0.294118,0.362745,0.647059,0.735294,1
'VfB Stuttgart','Hannover 96',13,6,U,9,12,0.264706,0.421569,0.205882,0.372549,1
'Hamburger SV','MSV Duisburg',13,6,S,3,18,0.617647,0.666667,0.147059,0.264706,1
'Hertha BSC Berlin','Borussia Dortmund',13,6,N,6,7,0.352941,0.470588,0.323529,0.45098,2
'FC Schalke 04','1. FC Koln',13,6,U,4,17,0.470588,0.598039,0.205882,0.294118,2
'Eintracht Frankfurt','1. FSV Mainz 05',13,6,U,14,11,0.264706,0.352941,0.264706,0.372549,2
'VfL Wolfsburg','SV Werder Bremen',13,6,N,15,2,0.205882,0.333333,0.617647,0.686275,2
'Bayer 04 Leverkusen','Borussia Monchengladbach',13,6,U,5,10,0.411765,0.509804,0.294118,0.411765,2
'1. FC Nurnberg','1. FC Kaiserslautern',13,6,S,8,16,0.352941,0.431373,0.235294,0.323529,2
'FC Bayern Munchen','DSC Arminia Bielefeld',13,6,S,1,13,0.647059,0.735294,0.294118,0.362745,2
'Hannover 96','VfB Stuttgart',13,6,U,12,9,0.205882,0.372549,0.264706,0.421569,2
'MSV Duisburg','Hamburger SV',13,6,N,18,3,0.147059,0.264706,0.617647,0.666667,2
'Hannover 96','1. FC Kaiserslautern',14,6,S,12,16,0.205882,0.372549,0.235294,0.323529,1
'Bayer 04 Leverkusen','Hamburger SV',14,6,N,5,3,0.411765,0.509804,0.617647,0.666667,1
'FC Schalke 04','SV Werder Bremen',14,6,S,4,2,0.470588,0.598039,0.617647,0.686275,1
'VfL Wolfsburg','DSC Arminia Bielefeld',14,6,U,15,13,0.205882,0.333333,0.294118,0.362745,1
'FC Bayern Munchen','1. FSV Mainz 05',14,6,S,1,11,0.647059,0.735294,0.264706,0.372549,1
'1. FC Nurnberg','Borussia Dortmund',14,6,N,8,7,0.352941,0.431373,0.323529,0.45098,1
'Eintracht Frankfurt','VfB Stuttgart',14,6,U,14,9,0.264706,0.352941,0.264706,0.421569,1
'Hertha BSC Berlin','Borussia Monchengladbach',14,6,U,6,10,0.352941,0.470588,0.294118,0.411765,1
'MSV Duisburg','1. FC Koln',14,6,U,18,17,0.147059,0.264706,0.205882,0.294118,1
'1. FC Kaiserslautern','Hannover 96',14,6,N,16,12,0.235294,0.323529,0.205882,0.372549,2
'Hamburger SV','Bayer 04 Leverkusen',14,6,S,3,5,0.617647,0.666667,0.411765,0.509804,2
'SV Werder Bremen','FC Schalke 04',14,6,N,2,4,0.617647,0.686275,0.470588,0.598039,2
'DSC Arminia Bielefeld','VfL Wolfsburg',14,6,U,13,15,0.294118,0.362745,0.205882,0.333333,2
'1. FSV Mainz 05','FC Bayern Munchen',14,6,N,11,1,0.264706,0.372549,0.647059,0.735294,2
'Borussia Dortmund','1. FC Nurnberg',14,6,S,7,8,0.323529,0.45098,0.352941,0.431373,2
'VfB Stuttgart','Eintracht Frankfurt',14,6,U,9,14,0.264706,0.421569,0.264706,0.352941,2
'Borussia Monchengladbach','Hertha BSC Berlin',14,6,U,10,6,0.294118,0.411765,0.352941,0.470588,2
'1. FC Koln','MSV Duisburg',14,6,U,17,18,0.205882,0.294118,0.147059,0.264706,2
'VfB Stuttgart','FC Bayern Munchen',15,6,U,9,1,0.264706,0.421569,0.647059,0.735294,1
'Borussia Dortmund','Hannover 96',15,6,N,7,12,0.323529,0.45098,0.205882,0.372549,1
'Hamburger SV','1. FC Koln',15,6,S,3,17,0.617647,0.666667,0.205882,0.294118,1
'SV Werder Bremen','MSV Duisburg',15,6,S,2,18,0.617647,0.686275,0.147059,0.264706,1
'Borussia Monchengladbach','1. FC Nurnberg',15,6,N,10,8,0.294118,0.411765,0.352941,0.431373,1
'DSC Arminia Bielefeld','FC Schalke 04',15,6,N,13,4,0.294118,0.362745,0.470588,0.598039,1
'1. FSV Mainz 05','VfL Wolfsburg',15,6,S,11,15,0.264706,0.372549,0.205882,0.333333,1
'Bayer 04 Leverkusen','Hertha BSC Berlin',15,6,N,5,6,0.411765,0.509804,0.352941,0.470588,1
'1. FC Kaiserslautern','Eintracht Frankfurt',15,6,N,16,14,0.235294,0.323529,0.264706,0.352941,1
'FC Bayern Munchen','VfB Stuttgart',15,6,U,1,9,0.647059,0.735294,0.264706,0.421569,2
'Hannover 96','Borussia Dortmund',15,6,S,12,7,0.205882,0.372549,0.323529,0.45098,2
'1. FC Koln','Hamburger SV',15,6,N,17,3,0.205882,0.294118,0.617647,0.666667,2
'MSV Duisburg','SV Werder Bremen',15,6,N,18,2,0.147059,0.264706,0.617647,0.686275,2
'1. FC Nurnberg','Borussia Monchengladbach',15,6,S,8,10,0.352941,0.431373,0.294118,0.411765,2
'FC Schalke 04','DSC Arminia Bielefeld',15,6,S,4,13,0.470588,0.598039,0.294118,0.362745,2
'VfL Wolfsburg','1. FSV Mainz 05',15,6,N,15,11,0.205882,0.333333,0.264706,0.372549,2
'Hertha BSC Berlin','Bayer 04 Leverkusen',15,6,S,6,5,0.352941,0.470588,0.411765,0.509804,2
'Eintracht Frankfurt','1. FC Kaiserslautern',15,6,S,14,16,0.264706,0.352941,0.235294,0.323529,2
'Eintracht Frankfurt','Borussia Dortmund',16,6,S,14,7,0.264706,0.352941,0.323529,0.45098,1
'FC Schalke 04','1. FSV Mainz 05',16,6,S,4,11,0.470588,0.598039,0.264706,0.372549,1
'Hamburger SV','Hertha BSC Berlin',16,6,S,3,6,0.617647,0.666667,0.352941,0.470588,1
'VfL Wolfsburg','VfB Stuttgart',16,6,N,15,9,0.205882,0.333333,0.264706,0.421569,1
'MSV Duisburg','DSC Arminia Bielefeld',16,6,U,18,13,0.147059,0.264706,0.294118,0.362745,1
'Hannover 96','Borussia Monchengladbach',16,6,U,12,10,0.205882,0.372549,0.294118,0.411765,1
'1. FC Nurnberg','Bayer 04 Leverkusen',16,6,U,8,5,0.352941,0.431373,0.411765,0.509804,1
'FC Bayern Munchen','1. FC Kaiserslautern',16,6,S,1,16,0.647059,0.735294,0.235294,0.323529,1
'1. FC Koln','SV Werder Bremen',16,6,N,17,2,0.205882,0.294118,0.617647,0.686275,1
'Borussia Dortmund','Eintracht Frankfurt',16,6,N,7,14,0.323529,0.45098,0.264706,0.352941,2
'1. FSV Mainz 05','FC Schalke 04',16,6,N,11,4,0.264706,0.372549,0.470588,0.598039,2
'Hertha BSC Berlin','Hamburger SV',16,6,N,6,3,0.352941,0.470588,0.617647,0.666667,2
'VfB Stuttgart','VfL Wolfsburg',16,6,S,9,15,0.264706,0.421569,0.205882,0.333333,2
'DSC Arminia Bielefeld','MSV Duisburg',16,6,U,13,18,0.294118,0.362745,0.147059,0.264706,2
'Borussia Monchengladbach','Hannover 96',16,6,U,10,12,0.294118,0.411765,0.205882,0.372549,2
'Bayer 04 Leverkusen','1. FC Nurnberg',16,6,U,5,8,0.411765,0.509804,0.352941,0.431373,2
'1. FC Kaiserslautern','FC Bayern Munchen',16,6,N,16,1,0.235294,0.323529,0.647059,0.735294,2
'SV Werder Bremen','1. FC Koln',16,6,S,2,17,0.617647,0.686275,0.205882,0.294118,2
'Bayer 04 Leverkusen','Hannover 96',17,6,U,5,12,0.411765,0.509804,0.205882,0.372549,1
'Borussia Monchengladbach','Eintracht Frankfurt',17,6,S,10,14,0.294118,0.411765,0.264706,0.352941,1
'1. FSV Mainz 05','MSV Duisburg',17,6,U,11,18,0.264706,0.372549,0.147059,0.264706,1
'VfB Stuttgart','FC Schalke 04',17,6,S,9,4,0.264706,0.421569,0.470588,0.598039,1
'1. FC Kaiserslautern','VfL Wolfsburg',17,6,S,16,15,0.235294,0.323529,0.205882,0.333333,1
'DSC Arminia Bielefeld','1. FC Koln',17,6,S,13,17,0.294118,0.362745,0.205882,0.294118,1
'Borussia Dortmund','FC Bayern Munchen',17,6,N,7,1,0.323529,0.45098,0.647059,0.735294,1
'SV Werder Bremen','Hamburger SV',17,6,U,2,3,0.617647,0.686275,0.617647,0.666667,1
'Hertha BSC Berlin','1. FC Nurnberg',17,6,U,6,8,0.352941,0.470588,0.352941,0.431373,1
'Hannover 96','Bayer 04 Leverkusen',17,6,U,12,5,0.205882,0.372549,0.411765,0.509804,2
'Eintracht Frankfurt','Borussia Monchengladbach',17,6,N,14,10,0.264706,0.352941,0.294118,0.411765,2
'MSV Duisburg','1. FSV Mainz 05',17,6,U,18,11,0.147059,0.264706,0.264706,0.372549,2
'FC Schalke 04','VfB Stuttgart',17,6,N,4,9,0.470588,0.598039,0.264706,0.421569,2
'VfL Wolfsburg','1. FC Kaiserslautern',17,6,N,15,16,0.205882,0.333333,0.235294,0.323529,2
'1. FC Koln','DSC Arminia Bielefeld',17,6,N,17,13,0.205882,0.294118,0.294118,0.362745,2
'FC Bayern Munchen','Borussia Dortmund',17,6,S,1,7,0.647059,0.735294,0.323529,0.45098,2
'Hamburger SV','SV Werder Bremen',17,6,U,3,2,0.617647,0.666667,0.617647,0.686275,2
'1. FC Nurnberg','Hertha BSC Berlin',17,6,U,8,6,0.352941,0.431373,0.352941,0.470588,2
'Borussia Monchengladbach','FC Bayern Munchen',18,6,N,10,1,0.294118,0.411765,0.647059,0.735294,1
'Bayer 04 Leverkusen','Eintracht Frankfurt',18,6,S,5,14,0.411765,0.509804,0.264706,0.352941,1
'1. FSV Mainz 05','1. FC Koln',18,6,S,11,17,0.264706,0.372549,0.205882,0.294118,1
'Hertha BSC Berlin','Hannover 96',18,6,U,6,12,0.352941,0.470588,0.205882,0.372549,1
'1. FC Nurnberg','Hamburger SV',18,6,S,8,3,0.352941,0.431373,0.617647,0.666667,1
'Borussia Dortmund','VfL Wolfsburg',18,6,S,7,15,0.323529,0.45098,0.205882,0.333333,1
'VfB Stuttgart','MSV Duisburg',18,6,N,9,18,0.264706,0.421569,0.147059,0.264706,1
'1. FC Kaiserslautern','FC Schalke 04',18,6,N,16,4,0.235294,0.323529,0.470588,0.598039,1
'DSC Arminia Bielefeld','SV Werder Bremen',18,6,N,13,2,0.294118,0.362745,0.617647,0.686275,1
'FC Bayern Munchen','Borussia Monchengladbach',18,6,S,1,10,0.647059,0.735294,0.294118,0.411765,2
'Eintracht Frankfurt','Bayer 04 Leverkusen',18,6,N,14,5,0.264706,0.352941,0.411765,0.509804,2
'1. FC Koln','1. FSV Mainz 05',18,6,N,17,11,0.205882,0.294118,0.264706,0.372549,2
'Hannover 96','Hertha BSC Berlin',18,6,U,12,6,0.205882,0.372549,0.352941,0.470588,2
'Hamburger SV','1. FC Nurnberg',18,6,N,3,8,0.617647,0.666667,0.352941,0.431373,2
'VfL Wolfsburg','Borussia Dortmund',18,6,N,15,7,0.205882,0.333333,0.323529,0.45098,2
'MSV Duisburg','VfB Stuttgart',18,6,S,18,9,0.147059,0.264706,0.264706,0.421569,2
'FC Schalke 04','1. FC Kaiserslautern',18,6,S,4,16,0.470588,0.598039,0.235294,0.323529,2
'SV Werder Bremen','DSC Arminia Bielefeld',18,6,S,2,13,0.617647,0.686275,0.294118,0.362745,2
'Eintracht Frankfurt','Hertha BSC Berlin',19,6,U,14,6,0.264706,0.352941,0.352941,0.470588,1
'1. FC Koln','VfB Stuttgart',19,6,U,17,9,0.205882,0.294118,0.264706,0.421569,1
'FC Schalke 04','Borussia Dortmund',19,6,U,4,7,0.470588,0.598039,0.323529,0.45098,1
'MSV Duisburg','1. FC Kaiserslautern',19,6,U,18,16,0.147059,0.264706,0.235294,0.323529,1
'Hamburger SV','DSC Arminia Bielefeld',19,6,S,3,13,0.617647,0.666667,0.294118,0.362745,1
'FC Bayern Munchen','Bayer 04 Leverkusen',19,6,S,1,5,0.647059,0.735294,0.411765,0.509804,1
'SV Werder Bremen','1. FSV Mainz 05',19,6,S,2,11,0.617647,0.686275,0.264706,0.372549,1
'VfL Wolfsburg','Borussia Monchengladbach',19,6,S,15,10,0.205882,0.333333,0.294118,0.411765,1
'Hannover 96','1. FC Nurnberg',19,6,U,12,8,0.205882,0.372549,0.352941,0.431373,1
'Hertha BSC Berlin','Eintracht Frankfurt',19,6,U,6,14,0.352941,0.470588,0.264706,0.352941,2
'VfB Stuttgart','1. FC Koln',19,6,U,9,17,0.264706,0.421569,0.205882,0.294118,2
'Borussia Dortmund','FC Schalke 04',19,6,U,7,4,0.323529,0.45098,0.470588,0.598039,2
'1. FC Kaiserslautern','MSV Duisburg',19,6,U,16,18,0.235294,0.323529,0.147059,0.264706,2
'DSC Arminia Bielefeld','Hamburger SV',19,6,N,13,3,0.294118,0.362745,0.617647,0.666667,2
'Bayer 04 Leverkusen','FC Bayern Munchen',19,6,N,5,1,0.411765,0.509804,0.647059,0.735294,2
'1. FSV Mainz 05','SV Werder Bremen',19,6,N,11,2,0.264706,0.372549,0.617647,0.686275,2
'Borussia Monchengladbach','VfL Wolfsburg',19,6,N,10,15,0.294118,0.411765,0.205882,0.333333,2
'1. FC Nurnberg','Hannover 96',19,6,U,8,12,0.352941,0.431373,0.205882,0.372549,2
'Hertha BSC Berlin','FC Bayern Munchen',20,6,U,6,1,0.352941,0.470588,0.647059,0.735294,1
'1. FC Kaiserslautern','1. FC Koln',20,6,U,16,17,0.235294,0.323529,0.205882,0.294118,1
'Borussia Dortmund','MSV Duisburg',20,6,S,7,18,0.323529,0.45098,0.147059,0.264706,1
'1. FSV Mainz 05','DSC Arminia Bielefeld',20,6,U,11,13,0.264706,0.372549,0.294118,0.362745,1
'1. FC Nurnberg','Eintracht Frankfurt',20,6,N,8,14,0.352941,0.431373,0.264706,0.352941,1
'Bayer 04 Leverkusen','VfL Wolfsburg',20,6,S,5,15,0.411765,0.509804,0.205882,0.333333,1
'Hannover 96','Hamburger SV',20,6,S,12,3,0.205882,0.372549,0.617647,0.666667,1
'Borussia Monchengladbach','FC Schalke 04',20,6,U,10,4,0.294118,0.411765,0.470588,0.598039,1
'VfB Stuttgart','SV Werder Bremen',20,6,U,9,2,0.264706,0.421569,0.617647,0.686275,1
'FC Bayern Munchen','Hertha BSC Berlin',20,6,U,1,6,0.647059,0.735294,0.352941,0.470588,2
'1. FC Koln','1. FC Kaiserslautern',20,6,U,17,16,0.205882,0.294118,0.235294,0.323529,2
'MSV Duisburg','Borussia Dortmund',20,6,N,18,7,0.147059,0.264706,0.323529,0.45098,2
'DSC Arminia Bielefeld','1. FSV Mainz 05',20,6,U,13,11,0.294118,0.362745,0.264706,0.372549,2
